,EVA #,Country,Crew,Vehicle,Date,Duration,Purpose ,was_moonshot,crew_0,crew_1,crew_2,spacewalk_duration_in_seconds,EVA_start_year,EVA_start_month,EVA_start_day,mission_type,orbit_periapsis,orbit_apoapsis,orbit_inclination,orbit_period,orbit_completed,duration_months,duration_days,duration_hours,duration_minutes,duration_seconds,total_duration_in_seconds
203,177.0,USA,Rick Linnehan            Garrett Reisman,STS-123,"March 13-14, 2008",7:01,ISS based EVA.  Enabled installation of Japanese logisics module by demating heater cables and removed berthing mechanism covers.  Installed tool devices on Canadian SPDM robot arms.  Marked sharp edge on airlock handrail with wiretie and found 2nd sharp edge on portable handle,False,Rick Linnehan,Garrett Reisman,NaN,25260,2008,3,13,STS,208.78071984,214.99443173999998,51.6,91.6,250.0,0.0,15.0,18.0,12.0,27.0,1361547.0
204,178.0,USA,Rick Linnehan           Mike Foreman,STS-123,"March 15-16, 2008",7:08,ISS based EVA.  Installed both arms on Canadian SPDM robot.  Had to use prybar to release 2 expandable dia fasteners,False,Rick Linnehan,Mike Foreman,NaN,25680,2008,3,15,STS,208.78071984,214.99443173999998,51.6,91.6,250.0,0.0,15.0,18.0,12.0,27.0,1361547.0
205,179.0,USA,Rick Linnehan              Robert Behnken,STS-123,"March 17-18, 2008",6:53,"ISS based EVA. Installed cameras, lights and tool and spares holders on SPDM.  Removed all but a few blankets from SPDM.  Readied SPDM's spacelab pallet for return via Shuttle.  Transferred spares from Shuttle to ISS (robotic yaw joint, 2 DCSU).  Installed experiment pallet on Columbus.  Unable to install MISSE experiments on pallet due to blocked pip pin hole.",False,Rick Linnehan,Robert Behnken,NaN,24780,2008,3,17,STS,208.78071984,214.99443173999998,51.6,91.6,250.0,0.0,15.0,18.0,12.0,27.0,1361547.0
206,180.0,USA,Robert Behnken           Mike Foreman,STS-123,"March 20-21, 2008",6:24,"ISS based EVA.  Replaced failed RPCM to permit separate power to CMG2, but not able to demate elec connector of Z1 patch panel to enable power reconfig.  Tested Shuttle tile repair materials, tools and techniques.  Released launch locks of Node 2 nadir and port berth mech.  Removed last thermal cover from SPDM hand.  Did not find previously missing berth mech pip pin.  While restowing MMOD damaged portable handle outside Z1 truss, additional MMOD impacts were found on Z1 tool box",False,Robert Behnken,Mike Foreman,NaN,23040,2008,3,20,STS,208.78071984,214.99443173999998,51.6,91.6,250.0,0.0,15.0,18.0,12.0,27.0,1361547.0
207,181.0,USA,Robert Behnken           Mike Foreman,STS-123,3/22/2008,6:02,ISS based EVA.  Stowed Shuttle inspection boom on ISS S1 truss with keep alive power.  Installed trundle bearing on stbd solar array alpha joint and completed inspections under joint covers.  Installed MISSE experiments on pallet outside Columbus (1 reqd light hammering of pip pins).  Trunnion covers installed on Japanese module. Cutters stowed in airlock tool box,False,Robert Behnken,Mike Foreman,NaN,21720,2008,3,22,STS,208.78071984,214.99443173999998,51.6,91.6,250.0,0.0,15.0,18.0,12.0,27.0,1361547.0
208,182.0,USA,Mike Fossum      Ron Garan,STS-124,6/3/2008,6:48,"ISS based EVA. Released special launch restraint of elbow camera of Shuttle robotic arm. Demated Shuttle inspection boom from ISS truss to permit return/use. Prepared Japanese module for install by demating cables from Shuttle, removing berthing mech covers and releasing window locks. Worked on damaged solar array joint by reinstalling trundle bearing, confirming divot and demonstrating cleaning and lubrication. Verified cargo latch ops on mobile transporter. Removed solar array joint launch restraint.",False,Mike Fossum,Ron Garan,NaN,24480,2008,6,3,STS,203.68796264999997,191.0293887,51.6,91.0,217.0,0.0,13.0,18.0,13.0,0.0,1188780.0
209,183.0,USA,Mike Fossum      Ron Garan,STS-124,6/5/2008,7:11,"ISS based EVA. Installed 2 cameras for JEM robot arm op.  Removed thermal covers from JEM arm.  Prepped JEM berthing mech for stowage module relocation (remove cover, release launch restraints, eliminate insulation interference).  Installed JEM trunnion and keep pin covers.  Prepped for N2 tank replacement.  Retrieved failed camera from truss. Inspected port solar array joint (wear and grease buildup as during past inspection but no metal shavings).",False,Mike Fossum,Ron Garan,NaN,25860,2008,6,5,STS,203.68796264999997,191.0293887,51.6,91.0,217.0,0.0,13.0,18.0,13.0,0.0,1188780.0
210,184.0,USA,Mike Fossum      Ron Garan,STS-124,6/8/2008,6:33,"ISS based EVA. Replaced N2 tank on S1 truss.  Reinstalled repaired truss camera.  Finished JEM interfaces (window launch locks, berthing mech MMOD shields, robotic arm insulation/launch lock). Sampled port solar array joint contamination.  Removed stbd solar array joint launch restraint",False,Mike Fossum,Ron Garan,NaN,23580,2008,6,8,STS,203.68796264999997,191.0293887,51.6,91.0,217.0,0.0,13.0,18.0,13.0,0.0,1188780.0
211,185.0,USA,Heide Stefanyshyn-Piper                                       Steve Bowen,STS-126,11/18/2008,6:52,"ISS based EVA. Empty N2 tank transferred to Shuttle.  Spare flex hose rotary coupler relocated to ISS.  Thermal covers removed from JEM ext facility berthing mechanism.  Initiated cleaning and lube of stbd SARJ.  2 stbd SARJ trundle bearings replaced and 1 removed.  Lost bag of SARJ cleaning/lube tools overboard.  As bonus, removed SARJ launch restraint, closed Node 2 hatch cover and retrieved spare trash bag from tool box",False,Heide Stefanyshyn-Piper,Steve Bowen,NaN,24720,2008,11,18,STS,212.89419825,218.64809549999998,51.6,91.6,251.0,0.0,15.0,20.0,30.0,34.0,1369834.0
212,186.0,USA,Heide Stefanyshyn-Piper                  Shane Kimbrough,STS-126,11/20/2008,6:45,ISS based EVA. Relocated both CETA carts from stbd to port truss to prep for S6 truss assy on next STS flt.  Continued replacement of cleaning/lube of stbd solar array joint and replacement of trundle bearings.  Overtightened one new trundle bearing and had to use spare.  Lubed end effector snares of ISS robotic arm.  Reconfigured connectors of port truss attach system bolt controller and photoed suspect area of mobile transporter umbilical. Tasks ended early due to higher than expected work rate for regenerable C02 canister,False,Heide Stefanyshyn-Piper,Shane Kimbrough,NaN,24300,2008,11,20,STS,212.89419825,218.64809549999998,51.6,91.6,251.0,0.0,15.0,20.0,30.0,34.0,1369834.0
213,187.0,USA,Heide Stefanyshyn-Piper                                       Steve Bowen,STS-126,11/22/2008,6:57,ISS based EVA. Replaced all of the remaining stbd trundle bearings except one.  Cleaned and lubed stbd race ring.,False,Heide Stefanyshyn-Piper,Steve Bowen,NaN,25020,2008,11,22,STS,212.89419825,218.64809549999998,51.6,91.6,251.0,0.0,15.0,20.0,30.0,34.0,1369834.0
214,188.0,USA,Steve Bowen                       Shane Kimbrough,STS-126,11/24/2008,6:07,"ISS based EVA. Lubricated port SARJ race ring.  Replaced last trundle bearing on stbd SARJ.  Retracted failed latch of JEM ext facility berth mech and installed covers.  For HTV, installed 1 of 2 GPS antennas on JEM logistics module for HTV and a camera on P1 truss.  Tasks ended early due to higher than expected work rate for regenerable C02 canister (same prior crewmember)",False,Steve Bowen,Shane Kimbrough,NaN,22020,2008,11,24,STS,212.89419825,218.64809549999998,51.6,91.6,251.0,0.0,15.0,20.0,30.0,34.0,1369834.0
215,201.0,USA,Chris Cassidy       Tom Marshburn,STS-127,7/27/2009,4:54,"ISS based EVA.  Adjusted SPDM thermal covers.  Reconfiged elec connectors of Z1 patch panel to restore CMG pwr redundancy.  Installed two JEM external facility video cameras.  Installed JEM handrail, foot restraint socket and gap spanner. Relocated a foot restraint.  Due to high use dry out of CO2 can, lacked time to deploy S3 pallet",False,Chris Cassidy,Tom Marshburn,NaN,17640,2009,7,27,STS,213.75168936,218.10128769,51.6,91.48,248.0,0.0,15.0,16.0,44.0,58.0,1356298.0
216,197.0,USA,Dave Wolf              Tim Kopra,STS-127,7/18/2009,5:32,ISS based EVA. Aided JEM exposed facility install by jettisoning berthing mech covers and removing launch heater cable.  Aided spares pallet transfer by removing launch heater cable.  Removed JEM robot arm ground tab.  Opened Node 1 & 2 berthing camera blankets as prep for PMA3 relocate and HTV arrival.  Reconfig port CETA cart outfitting and rail stop to avoid interferences.  Deployed external pallet site on P3 using special detent tool (S3 pallet deploy deferred).  Removed cover from JEM MAXI experiment.  Released NH3 tank bolt as prep for replace.  Installed 2 of 6 ground connector sleeves for Shuttle to ISS power transfer sys,False,Dave Wolf,Tim Kopra,NaN,19920,2009,7,18,STS,213.75168936,218.10128769,51.6,91.48,248.0,0.0,15.0,16.0,44.0,58.0,1356298.0
217,198.0,USA,Dave Wolf          Tom Marshburn,STS-127,7/20/2009,6:52,ISS based EVA.  Transfered 3 large spares to ISS.  Installed grapple bar on P1 ammonia tank as prep for future replace.  Installed 2 of 6 ground connector sleeves for Shuttle to ISS power transfer sys.  Comm cap perf poor due to sweat,False,Dave Wolf,Tom Marshburn,NaN,24720,2009,7,20,STS,213.75168936,218.10128769,51.6,91.48,248.0,0.0,15.0,16.0,44.0,58.0,1356298.0
218,199.0,USA,Dave Wolf         Chris Cassidy,STS-127,7/22/2009,5:59,ISS based EVA.  Relocated foot restraint socket for HTV arrival prep. Prepped 3 payloads for robotic install outside JEM. Installed 2 of 6 ground connector sleeves for Shuttle to ISS power transfer sys.  Replaced 2 batteries on P6 truss and stowed 2 old batts in Shuttle for return. Stopped early due to suit CO2 increase induced by high work rate,False,Dave Wolf,Chris Cassidy,NaN,21540,2009,7,22,STS,213.75168936,218.10128769,51.6,91.48,248.0,0.0,15.0,16.0,44.0,58.0,1356298.0
219,200.0,USA,Chris Cassidy       Tom Marshburn,STS-127,7/24/2009,7:12,ISS based EVA.  Replaced 4 batteries on P6 truss and stowed old batts in Shuttle for return.  ,False,Chris Cassidy,Tom Marshburn,NaN,25920,2009,7,24,STS,213.75168936,218.10128769,51.6,91.48,248.0,0.0,15.0,16.0,44.0,58.0,1356298.0
220,189.0,USA,Steve Swanson   Richard Arnold,STS-119,3/19/2009,6:07,"ISS based EVA. Bolted S6 to S5 truss and mated electrical cables.  Stowed X6 keel pin, deployed solar array linkages (1 of 4 latches did not engage), removed/jettisoned avionics thermal covers, released radiator restraints and removed blanket box restraints.  Deployed S6 avionics MMOD shield",False,Steve Swanson,Richard Arnold,NaN,22020,2009,3,19,STS,249.71914064999999,239.36212559999998,51.6,91.6,202.0,0.0,12.0,19.0,29.0,33.0,1106973.0
221,190.0,USA,Steve Swanson         Joseph Acaba,STS-119,3/21/2009,6:30,"ISS based EVA. Loosened restraints of P6 batteries for future replacement.  Unable to fully deploy P3 interface for future ORU spares (adj diameter pin suspect).  Due to time, deferred S3 payload attach sys deploy.  Due to elec conn demate failure, deferred Z1 patch panel reconfig for CMG pwr.  Installed JEM GPS antenna.  Took infrared images of P1 & S1 radiators",False,Steve Swanson,Joseph Acaba,NaN,23400,2009,3,21,STS,249.71914064999999,239.36212559999998,51.6,91.6,202.0,0.0,12.0,19.0,29.0,33.0,1106973.0
222,191.0,USA,Richard Arnold      Joseph Acaba,STS-119,3/23/2009,6:27,"ISS based EVA. Relocated one CETA cart from port to stbd side of mobile transporter.  Again unable to finish deploy of P3 spares attach sys.  Again deferred S3 payload attach deploy and Z1 patch panel reconfig.  Lubed robotic arm end effector snares, replaced CETA cart coupler, reconfigured elec conns of truss attach bolts and freed clamps of flex hose rotary coupler.  Suit CO2 sensor failed and SAFER handcontroller door accidently opened",False,Richard Arnold,Joseph Acaba,NaN,23220,2009,3,23,STS,249.71914064999999,239.36212559999998,51.6,91.6,202.0,0.0,12.0,19.0,29.0,33.0,1106973.0
223,192.0,USA,John Grunsfeld      Andrew Feustel,STS-125,5/14/2009,7:20,HST servicing.  Replaced wide field camera (after high torque time consuming bolt release) and science computer.  Installed soft capture mechanism for future automated disposal mission.  Installed 2 of 3 bolt/latch mechanisms on large doors (after difficulties with alignments).  ,False,John Grunsfeld,Andrew Feustel,NaN,26400,2009,5,14,STS,301.98639834,359.15254782,28.5,97.0,197.0,0.0,12.0,21.0,37.0,9.0,1114629.0
224,193.0,USA,Mike Massimino                Mike Good ,STS-125,5/15/2009,7:56,HST servicing.  Replaced 3 of 3 gyro packages and 1st group of 3 batteries.  Tolerance issue forced installation of 1 non-optimum but adequate spare gyro.  Difficulty closing doors to gyro bay.,False,Mike Massimino,Mike Good,NaN,28560,2009,5,15,STS,301.98639834,359.15254782,28.5,97.0,197.0,0.0,12.0,21.0,37.0,9.0,1114629.0
225,194.0,USA,John Grunsfeld      Andrew Feustel,STS-125,5/16/2009,6:36,HST servicing.  Replaced COSTAR with cosmic origins spectrograph (COS).  Repaired failed advanced camera for surveys (ACS) with removal of 4 detector circuit boards and installation of new power supply and new detector circuit boards,False,John Grunsfeld,Andrew Feustel,NaN,23760,2009,5,16,STS,301.98639834,359.15254782,28.5,97.0,197.0,0.0,12.0,21.0,37.0,9.0,1114629.0
226,195.0,USA,Mike Massimino                Mike Good ,STS-125,5/17/2009,8:02,HST servicing.  Repaired failed space telescope imaging spectrograph (STIS) with new power supply board.  Time lost to stuck handrail bolt and failed power tool battery.  Ran out of time to install new outer blanket (NOBL) #8.  ,False,Mike Massimino,Mike Good,NaN,28920,2009,5,17,STS,301.98639834,359.15254782,28.5,97.0,197.0,0.0,12.0,21.0,37.0,9.0,1114629.0
227,196.0,USA,John Grunsfeld      Andrew Feustel,STS-125,5/18/2009,7:02,"HST servicing.  Installed 2nd/last group of batteries.  Replaced fine guidance sensor (FGS).  Installed NOBLs 8, 5 and 7 (lots of loose debris with 2nd).  Reinstalled low gain antenna cover to permanently protect exposed antenna parts after tip accidently broken off during equipment cleanup",False,John Grunsfeld,Andrew Feustel,NaN,25320,2009,5,18,STS,301.98639834,359.15254782,28.5,97.0,197.0,0.0,12.0,21.0,37.0,9.0,1114629.0
228,202.0,USA,Danny Olivas        Nicole Stott ,STS-128,9/1/2009,6:35,ISS based EVA.  Removed NH3 tank from P1 and temp stowed.  Transferred MISSE 6a/b & EuTEF experiments to Shuttle,False,Danny Olivas,Nicole Stott,NaN,23700,2009,9,1,STS,136.08029061,164.04199416,51.6,89.33,219.0,0.0,13.0,20.0,54.0,55.0,1198495.0
229,203.0,USA,Danny Olivas           Christer Fugelsang,STS-128,9/3/2009,6:39,ISS based EVA.  Start delayed to redo prebreathe after comm cap readjust.  Installed new NH3 tank on P1 and stowed old tank on Shuttle.  Installed grapple bar on S1 NH3 tank.  Unable to connect PMA3 heater cables due to prior incorrect clocking of PMA3.  Installed camera lens covers on station arm as prep for HTV.  Relocated a tool stanchion,False,Danny Olivas,Christer Fugelsang,NaN,23940,2009,9,3,STS,136.08029061,164.04199416,51.6,89.33,219.0,0.0,13.0,20.0,54.0,55.0,1198495.0
230,204.0,USA,Danny Olivas           Christer Fugelsang,STS-128,9/5/2009,7:01,ISS based EVA.  Deployed S3 zenith pallet.  Replaced failed rate gyro #2 and RPCM on S0.  Installed 2 GPS antennas.  Removed Node1 slidewire as prep for Node3.  Installed two S0-Node3 cables (one connector unable to mate).  Helmet TV camera/lights almost lost overboard due to bumped latches,False,Danny Olivas,Christer Fugelsang,NaN,25260,2009,9,5,STS,136.08029061,164.04199416,51.6,89.33,219.0,0.0,13.0,20.0,54.0,55.0,1198495.0
231,205.0,USA,Mike Foreman      Robert Satcher,STS-129,11/19/2009,6:37,ISS based EVA.  Installed spare Sband antenna and cables for spare Kuband antenna.  Prepped for Node3 install (replace handrail w/ NH3 line bracket).  Lubricated end effectors of mobile transporter payload base and JEM robot arm.  Installed FGB-Node1 network cable.  Deployed S3 payload attach structure,False,Mike Foreman,Robert Satcher,NaN,23820,2009,11,19,STS,213.0,221.0,51.6,91.0,171.0,0.0,10.0,0.0,0.0,0.0,864000.0
232,206.0,USA,Mike Foreman      Randy Bresnick,STS-129,11/21/2009,6:08,ISS based EVA.  Installed ham radio antennas on Columbus.  Relocated floating potential measure unit from S1 to P1. Deployed the last two payload attach structures and installed wireless video transcvr (all on S3).  Retrieved foot restraint for cabin reconfig and relocated tool stanchion.  Photographed suspect seals on Node 2 berth mechanism,False,Mike Foreman,Randy Bresnick,NaN,22080,2009,11,21,STS,213.0,221.0,51.6,91.0,171.0,0.0,10.0,0.0,0.0,0.0,864000.0
233,207.0,USA,Robert Satcher          Randy Bresnick,STS-129,11/23/2009,5:42,ISS based EVA.  Start delayed by detached drink bag valve. Relocated some airlock MMOD shields and installed O2 tank outside US airlock. Installed MISSE experiments 7A & 7B on external logistics carrier. Released bolt on NH3 tank. Installed thermal covers on mobile base and two fluid jumpers. Relocated a foot restraint,False,Robert Satcher,Randy Bresnick,NaN,20520,2009,11,23,STS,213.0,221.0,51.6,91.0,171.0,0.0,10.0,0.0,0.0,0.0,864000.0
234,208.0,USA,Bob Behnken       Nick Patrick,STS-130,"Feb 11-12, 2010",6:32,ISS based EVA.  Prepared Node 3 for ISS install by removing covers and heater cables.  Prepositioned ammonia lines and thermal covers.  Installed Node 3 avionics and heater cables.  Removed/stowed the SPDM ORU Temporary Platform (OTP).  Relocated NH3 jumper bag and released tape restraining Node 3 gap spanners.  One suit fan degraded slightly,False,Bob Behnken,Nick Patrick,NaN,23520,2010,2,11,STS,212.0,221.0,51.6,92.0,217.0,0.0,13.0,18.0,6.0,24.0,1188384.0
235,209.0,USA,Bob Behnken       Nick Patrick,STS-130,"Feb 13-14, 2010",5:53,"ISS based EVA.  Outfitted Node 3 by installing 2 NH3 lines, heater cables, trunnion/keel thermal covers, negative pressure vent, handrail gap spanners and 8 handrails.  Opened loop A NH3 line and nadir berthing mechanism pedals and centerline camera thermal cover.  Visually verified berthing seals OK.  Small NH3 leak induced suit bakeout.  Comm degraded on one suit",False,Bob Behnken,Nick Patrick,NaN,21180,2010,2,13,STS,212.0,221.0,51.6,92.0,217.0,0.0,13.0,18.0,6.0,24.0,1188384.0
236,210.0,USA,Bob Behnken       Nick Patrick,STS-130,"Feb 16-17, 2010",5:48,"ISS based EVA.  Connected PMA3 heater and data cables.  Opened loop B NH3 line.  Disconnected Node 3 temp heater cable.  Removed Cupola thermal covers and released launch locks of window shutters  Installed Node 3 handrails, foot restraint sockets and a handrail gap spanner.  Routed FGB grapple fixture video cable.  Closed Node 2 zenith centerline berthing camera flap",False,Bob Behnken,Nick Patrick,NaN,20880,2010,2,16,STS,212.0,221.0,51.6,92.0,217.0,0.0,13.0,18.0,6.0,24.0,1188384.0
237,211.0,USA,Rick Mastracchio          Clayton Anderson ,STS-131,4/9/2010,6:28,ISS based EVA.  Temp stowed new NH3 tank on ISS robot arm.  Retrieved JAXAA's MPAC/SEED experiment for return.  Replaced rate gyro assembly #1. Relocated a foot restraint socket extender.  Removed P1 flex hose rotary coupler launch restraint bolts and released cable clamps.  Tightened grapple fixture attachment bolts of old NH3 tank as prep for return to Shuttle,False,Rick Mastracchio,Clayton Anderson,NaN,23280,2010,4,9,STS,200.0,215.0,51.6,90.0,238.0,0.0,15.0,0.0,0.0,11.0,1296011.0
238,212.0,USA,Rick Mastracchio          Clayton Anderson ,STS-131,4/11/2010,7:26,ISS based EVA.  Removed old NH3 tank and temp stowed on CETA cart.  Overcame a troublesome bolt and installed new NH3 tank/cables.  Installed 2 radiator grapple beams and relocated a foot restraint,False,Rick Mastracchio,Clayton Anderson,NaN,26760,2010,4,11,STS,200.0,215.0,51.6,90.0,238.0,0.0,15.0,0.0,0.0,11.0,1296011.0
239,213.0,USA,Rick Mastracchio          Clayton Anderson ,STS-131,4/13/2010,6:24,"ISS based EVA.  Finished installing new NH3 tank (fluid lines).  Stowed old NH3 tank (despite a balky bolt) and airlock MMOD shields for Shuttle return.  Relocated grapple fixture from old tank to new tank.  As prep for next Shuttle flt, relocated foot restraint and prepped cables for spare Sband antenna",False,Rick Mastracchio,Clayton Anderson,NaN,23040,2010,4,13,STS,200.0,215.0,51.6,90.0,238.0,0.0,15.0,0.0,0.0,11.0,1296011.0
240,214.0,USA,Garrett Reisman       Steve Bowen,STS-132,5/17/2010,7:25,ISS based EVA.  Installed an operational spare Ku antenna boom and dish on Z1.  Installed ORU holder on SPDM.  Loosened bolts on new batteries for P6,False,Garrett Reisman,Steve Bowen,NaN,26700,2010,5,17,STS,208.0,223.0,51.6,91.0,186.0,0.0,11.0,18.0,29.0,9.0,1016949.0
241,215.0,USA,Steve Bowen           Michael Good,STS-132,5/19/2010,7:09,ISS based EVA.  Unsnagged cable of orbiter inspection boom sensor.  Replaced 4 batteries on P6.  Finished bolting Ku antenna dish to boom and releasing launch locks,False,Steve Bowen,Michael Good,NaN,25740,2010,5,19,STS,208.0,223.0,51.6,91.0,186.0,0.0,11.0,18.0,29.0,9.0,1016949.0
242,216.0,USA,Garrett Reisman       Michael Good,STS-132,5/21/2010,6:46,ISS based EVA.  Installed NH3 jumper on port truss.  Replaced 2 batteries on P6.  Transferred grapple fixture to ISS for later install on FGB.,False,Garrett Reisman,Michael Good,NaN,24360,2010,5,21,STS,208.0,223.0,51.6,91.0,186.0,0.0,11.0,18.0,29.0,9.0,1016949.0
243,217.0,USA,Doug Wheellock Tracy Caldwell Dyson,Expedition 24,8/7/2010,8:03,"ISS based EVA.  Demated 3 of 4 NH3 connectors from failed coolant pump, but the 4th leaked and was left installed.  Ended work to do suit decontamination. EV2 CO2 sensor failed",False,Doug Wheellock Tracy Caldwell Dyson,NaN,NaN,28980,2010,8,7,Incr,249.2,253.5,51.64,92.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,217.0,USA,Doug Wheellock Tracy Caldwell Dyson,Expedition 24,8/7/2010,8:03,"ISS based EVA.  Demated 3 of 4 NH3 connectors from failed coolant pump, but the 4th leaked and was left installed.  Ended work to do suit decontamination. EV2 CO2 sensor failed",False,Doug Wheellock Tracy Caldwell Dyson,NaN,NaN,28980,2010,8,7,Incr,249.2,253.5,51.64,92.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,218.0,USA,Doug Wheellock Tracy Caldwell Dyson,Expedition 24,8/11/2010,7:26,"ISS based EVA.  After remote cmds reduced upstream pressure, demated 4th NH3 connector and then demated electrical connectors.  Installed grapple fixture, unbolted old pump, temp stowed it and then demated electrical connectors of new pump",False,Doug Wheellock Tracy Caldwell Dyson,NaN,NaN,26760,2010,8,11,Incr,249.2,253.5,51.64,92.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,218.0,USA,Doug Wheellock Tracy Caldwell Dyson,Expedition 24,8/11/2010,7:26,"ISS based EVA.  After remote cmds reduced upstream pressure, demated 4th NH3 connector and then demated electrical connectors.  Installed grapple fixture, unbolted old pump, temp stowed it and then demated electrical connectors of new pump",False,Doug Wheellock Tracy Caldwell Dyson,NaN,NaN,26760,2010,8,11,Incr,249.2,253.5,51.64,92.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,219.0,USA,Doug Wheellock Tracy Caldwell Dyson,Expedition 24,8/16/2010,7:20,ISS based EVA.  Installed new coolant pump and stowed support equipment.  Connected CETA carts to mobile transporter for unobstructed remote cmd translation.,False,Doug Wheellock Tracy Caldwell Dyson,NaN,NaN,26400,2010,8,16,Incr,249.2,253.5,51.64,92.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,219.0,USA,Doug Wheellock Tracy Caldwell Dyson,Expedition 24,8/16/2010,7:20,ISS based EVA.  Installed new coolant pump and stowed support equipment.  Connected CETA carts to mobile transporter for unobstructed remote cmd translation.,False,Doug Wheellock Tracy Caldwell Dyson,NaN,NaN,26400,2010,8,16,Incr,249.2,253.5,51.64,92.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,361.0,Russia,Fyodor Yurchikin    Mikhail Kornienko,Expedition 24,7/27/2010,6:42,Replaced degraded ATV docking camera and jettisoned old unit.  Removed launch restraints from MRM1 camera.  Installed cables to enable dockings to MRM1.  Lost cable clamp,False,Fyodor Yurchikin,Mikhail Kornienko,NaN,24120,2010,7,27,ISS,249.2,253.5,51.64,92.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,361.0,Russia,Fyodor Yurchikin    Mikhail Kornienko,Expedition 24,7/27/2010,6:42,Replaced degraded ATV docking camera and jettisoned old unit.  Removed launch restraints from MRM1 camera.  Installed cables to enable dockings to MRM1.  Lost cable clamp,False,Fyodor Yurchikin,Mikhail Kornienko,NaN,24120,2010,7,27,ISS,249.2,253.5,51.64,92.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,220.0,USA,Steve Bowen           Alvin Drew ,STS-133,2/28/2011,6:34,ISS based EVA.  Installed backup power cable for new stowage module.  Relocated failed pump module and prepped it for NH3 venting to enable future return.  Repositioned Z1 truss RPCM thermal blanket and an EVA foot restraint socket extension.  Retrieved foot restraint for incabin maintenance.  Added wedge to S1 camera for clearance with nearby logistics carrier.  Enabled MT and CETA cart translation past stbd solar array joint by installing rail extensions and removing stops.  Collected vacuum in JAXA experiment bottle.,False,Steve Bowen,Alvin Drew,NaN,23640,2011,2,28,STS,129.24520751999998,144.15811607999999,51.6,88.89,0.0,0.0,12.0,19.0,4.0,50.0,1105490.0
252,221.0,USA,Steve Bowen           Alvin Drew ,STS-133,3/2/2011,6:14,"ISS based EVA.  Late start due to suit leak from damaged CO2 can O-ring.  Vented NH3 from failed pump module enabling future return. Retrieved tool stowage bags used in past pump replacement.  Installed light on port CETA cart, camera on SPDM robot and 3 camera lens covers.  Repositioned camera sunshade for clear view.  Resecured loose radiator grapple beam. Retrieved pallet with MISSE data for return.  Removed thermal insulation from several locations.  Reinstalled foot restraint and relocated another. Relocated Strela grapple fixture adapter to FGB.  Early end due to partly detached helmet lights.",False,Steve Bowen,Alvin Drew,NaN,22440,2011,3,2,STS,129.24520751999998,144.15811607999999,51.6,88.89,0.0,0.0,12.0,19.0,4.0,50.0,1105490.0
253,222.0,USA,Andrew Feustel   Greg Chamitoff,STS-134,5/20/2011,6:19,"ISS based EVA.  Retrieved MISSE 7.  Installed MISSE 8, light on S3, stbd SARJ cover and port truss NH3 jumper (for radiator leak topoff). Vented N2 from port NH3 servicer lines and disconnected line across SARJ for overnight motions.  Mechanically installed 2 payload wireless antennas on Lab, but did not finish connecting all cables under MMOD shields due to suit CO2 transducer failure that shortened task time.  Setup NH3 vent tool bag for next EVA. EV2 biomed data lost early and topped off suit O2 due to high metabolic use rate.",False,Andrew Feustel,Greg Chamitoff,NaN,22740,2011,5,20,STS,199.46015198999999,213.13031816999998,51.6,91.17,0.0,0.0,15.0,17.0,38.0,51.0,1359531.0
254,223.0,USA,Andrew Feustel   Mike Fincke,STS-134,5/22/2011,8:07,"ISS based EVA.  Reconnected fill line, refilled P6 radiator NH3, vented refill lines and disconnected line across SARJ.  Did suit solar bakeout due to suspected NH2 leak from disconnect. Lubricated 1/3 of port SARJ (lost 1 bolt & 3 washers from joint covers, one cover returned to airlock due to too few remaining bolts) and SPDM end effector.  Installed SPDM camera cover and 2 stbd radiator grapple bar stowage beams",False,Andrew Feustel,Mike Fincke,NaN,29220,2011,5,22,STS,199.46015198999999,213.13031816999998,51.6,91.17,0.0,0.0,15.0,17.0,38.0,51.0,1359531.0
255,224.0,USA,Andrew Feustel   Mike Fincke,STS-134,5/25/2011,6:54,"ISS based EVA.  Installed FGB PDGF/stand, video signal conditioner and a portion of associated cables.  Installed cables for backup power from US to Russian segment.  Finished installing cables under MMOD shields for 2 payload wireless antennas.  Installed thermal blanket on airlock O2 tank grapple fixture.  Infrared video of AirForce aerogel thermal insulation experiment.  Std photos of FGB PDGF and nearby FGB thrusters.  Resecured velcro of loose thermal insulation on external spare.  Antifog temporarily irritated EV1 eye ",False,Andrew Feustel,Mike Fincke,NaN,24840,2011,5,25,STS,199.46015198999999,213.13031816999998,51.6,91.17,0.0,0.0,15.0,17.0,38.0,51.0,1359531.0
